Episode,Hit,SR,MSE
210,0.0,0.0,0.02
211,0.0,0.0,0.02
212,0.0,0.0,0.02
213,0.0,0.0,0.02
214,0.0,0.0,0.02
215,0.0,0.0,0.02
216,0.0,0.0,0.02
217,0.0,0.0,0.02
218,0.0,0.0,0.02
219,0.0,0.0,0.02
220,0.0,0.0,0.02
221,0.0,0.0,0.02
222,0.0,0.0,0.02
223,0.0,0.0,0.02
224,0.0,0.0,0.02
225,0.0,0.0,0.02
226,0.0,0.0,0.02
227,0.0,0.0,0.02
228,0.0,0.0,0.02
229,0.0,0.0,0.02
230,0.0,0.0,0.02
231,0.0,0.0,0.02
232,0.0,0.0,0.02
233,0.0,0.0,0.02
234,0.0,0.0,0.02
235,0.0,0.0,0.02
236,0.0,0.0,0.02
237,0.0,0.0,0.02
238,0.0,0.0,0.02
239,0.0,0.0,0.02
240,0.0,0.0,0.02
241,0.0,0.0,0.02
242,0.0,0.0,0.02
243,0.0,0.0,0.02
244,0.0,0.0,0.02
245,0.0,0.0,0.1
246,0.0,0.0,0.02
247,0.0,0.0,0.02
248,0.0,0.0,0.02
249,0.0,0.0,0.02
250,0.0,0.0,0.02
251,0.0,0.0,0.02
252,0.0,0.0,0.02
253,0.0,0.0,0.02
254,0.0,0.0,0.02
255,0.0,0.0,0.02
256,0.0,0.0,0.22
257,0.0,0.0,0.02
258,0.0,0.0,0.02
259,0.0,0.0,0.02
260,0.0,0.0,0.18
261,0.0,0.0,0.02
262,0.0,0.0,0.02
263,0.0,0.0,0.02
264,0.0,0.0,0.02
265,0.0,0.0,0.02
266,0.0,0.0,0.02
267,0.0,0.0,0.02
268,0.0,0.0,0.02
269,0.0,0.0,0.02
270,0.0,0.0,0.02
271,0.0,0.0,0.02
272,0.0,0.0,0.02
273,0.0,0.0,0.02
274,0.0,0.0,0.02
275,0.0,0.0,0.02
276,0.0,0.0,0.02
277,0.0,0.0,0.02
278,0.0,0.0,0.02
279,0.0,0.0,0.02
280,0.0,0.0,0.18
281,0.0,0.0,0.02
282,0.0,0.0,0.02
283,0.0,0.0,0.02
284,0.0,0.0,0.02
285,0.0,-2.0,0.02
286,0.0,0.0,0.02
287,0.0,0.0,0.02
288,0.0,0.0,0.02
289,0.0,0.0,0.02
290,0.0,2.0,0.02
291,0.0,0.0,0.02
292,0.0,0.0,0.02
293,0.0,0.0,0.02
294,0.0,0.0,0.02
295,0.0,0.0,0.02
296,0.0,0.0,0.02
297,0.0,0.0,0.02
298,0.0,0.0,0.02
299,0.0,0.0,0.02
300,0.0,0.0,0.02
301,0.0,0.0,0.02
302,0.0,0.0,0.02
303,0.0,0.0,0.02
304,0.0,0.0,0.02
305,0.0,0.0,0.02
306,0.0,0.0,0.02
307,0.0,0.0,0.02
308,0.0,0.0,0.02
309,0.0,0.0,0.2
310,0.0,0.0,0.02
311,0.0,0.0,0.02
312,0.0,0.0,0.02
313,0.0,0.0,0.02
314,0.0,0.0,0.02
315,0.0,0.0,0.02
316,0.0,0.0,0.02
317,0.0,0.0,0.02
318,0.0,0.0,0.02
319,0.0,0.0,0.1611
320,0.0,0.0,0.009899999999999997
321,0.0,0.0,0.009899999999999997
322,0.0,0.0,0.009899999999999997
323,0.0,0.0,0.009899999999999997
324,0.0,0.0,0.009899999999999997
325,0.0,0.0,0.009899999999999997
326,0.0,0.0,0.009899999999999997
327,0.0,0.0,0.009899999999999997
328,0.0,0.0,0.009899999999999997
329,0.0,0.0,0.0651
330,0.0,0.0,0.009899999999999997
331,0.0,0.0,0.05640000000000001
